tweet;manual_label;tweet_cleaned_id;tweet_preprocessed
Tindak Pelanggaran Lalin, Korlantas Maksimalkan Ratusan Kamera ETLE https://t.co/w77wUswQ0r;1;tindak pelanggaran lalin korlantas maksimalkan ratusan kamera etle ;['tindak', 'langgar', 'lalin', 'korlantas', 'maksimal', 'ratus', 'kamera', 'etle']
Ke Batang Dirlantas Polda Jateng Inspeksi ETLE Ke Satlantas | Koran Online Pekalongan Dan Sekitarnya - Berita Pekalongan https://t.co/XfgcEQzqzS;1;ke batang dirlantas polda jateng inspeksi etle ke satlantas  koran online pekalongan dan sekitarnya  berita pekalongan ;['ke', 'batang', 'dirlantas', 'polda', 'jateng', 'inspeksi', 'etle', 'ke', 'satlantas', 'koran', 'online', 'kalong', 'dan', 'sekitar', 'berita', 'kalong']
"Razia Lewat! Tanda Kena Tilang Elektronik ETLE, Segera Cek Status Kendaraan Bisa Lewat HP
 
https://t.co/7ZTuwVPqAQ lewat @tribunpontianak";1;razia lewat tanda kena tilang elektronik etle segera cek status kendaraan bisa lewat hp  lewat ;['razia', 'lewat', 'tanda', 'kena', 'tilang', 'elektronik', 'etle', 'segera', 'cek', 'status', 'kendara', 'bisa', 'lewat', 'hp', 'lewat']
Sepekan, 750 Pengendara Terjaring Tilang ETLE Camera Mobile di Kota Padang, Kombes Pol Hilman: Didominasi Kendaraan Roda Dua https://t.co/aCIoN7YAUf;1;sepekan  pengendara terjaring tilang etle camera mobile di kota padang kombes pol hilman didominasi kendaraan roda dua ;['pek', 'kendara', 'jaring', 'tilang', 'etle', 'camera', 'mobile', 'di', 'kota', 'padang', 'kombes', 'pol', 'hilman', 'dominasi', 'kendara', 'roda', 'dua']
Tilang elektronik!! Biar kapok;2;tilang elektronik biar kapok;['tilang', 'elektronik', 'supaya', 'kapok']
Ganjil genap menjadi pelanggaran terbanyak yang tertangkap kamera ETLE mobile di Jakarta. https://t.co/dO93wnIarE;1;ganjil genap menjadi pelanggaran terbanyak yang tertangkap kamera etle mobile di jakarta ;['ganjil', 'genap', 'jadi', 'langgar', 'banyak', 'yang', 'tangkap', 'kamera', 'etle', 'mobile', 'di', 'jakarta']
"Wahh , ternyata masih banyak yang belum tau dengan E-TLE . 

electronic traffic law enforcement merupakan program dari Korlantas Polri implementasi teknologi mencatat berbagai pelanggaran lalu lintas secara elektronik. https://t.co/zR3z1jBtM7";1;wahh  ternyata masih banyak yang belum tau dengan etle  electronic traffic law enforcement merupakan program dari korlantas polri implementasi teknologi mencatat berbagai pelanggaran lalu lintas secara elektronik ;['wahh', 'nyata', 'masih', 'banyak', 'yang', 'belum', 'tahu', 'dengan', 'etle', 'electronic', 'traffic', 'law', 'enforcement', 'rupa', 'program', 'dari', 'korlantas', 'polri', 'implementasi', 'teknologi', 'catat', 'bagai', 'langgar', 'lalu', 'lintas', 'cara', 'elektronik']
Ternyata selain tilang elektronik,skrg aturan lampu lalu lintas juga di ubah ya? https://t.co/VY2smftRGb;1;ternyata selain tilang elektronikskrg aturan lampu lalu lintas juga di ubah ya ;['nyata', 'selain', 'tilang', 'elektronikskrg', 'atur', 'lampu', 'lalu', 'lintas', 'juga', 'di', 'ubah', 'iya']
Catat, Ini Ruas Tol yang Dipasang Kamera ETLE https://t.co/PgYNcrBLGz;1;catat ini ruas tol yang dipasang kamera etle ;['catat', 'ini', 'ruas', 'tol', 'yang', 'pasang', 'kamera', 'etle']
"Korps Lalu Lintas (Korlantas) Polri akan menggunakan fitur face recognition atau pengenalan wajah untuk mengidentifikasi pengendara yang mencopot pelat nomor demi menghindari kamera tilang elektronik atau ETLE. 

Polri akan meneruskan temuan tersebut ke satuan kerja yang ber… https://t.co/lh1tuymZlE";1;korps lalu lintas korlantas polri akan menggunakan fitur face recognition atau pengenalan wajah untuk mengidentifikasi pengendara yang mencopot pelat nomor demi menghindari kamera tilang elektronik atau etle polri akan meneruskan temuan tersebut ke satuan kerja yang ber… ;['korps', 'lalu', 'lintas', 'korlantas', 'polri', 'akan', 'guna', 'fitur', 'face', 'recognition', 'atau', 'kenal', 'wajah', 'untuk', 'identifikasi', 'kendara', 'yang', 'copot', 'pelat', 'nomor', 'demi', 'hindar', 'kamera', 'tilang', 'elektronik', 'atau', 'etle', 'polri', 'akan', 'terus', 'temu', 'sebut', 'ke', 'satu', 'kerja', 'yang', 'ber']
"Polda Metro Jaya mengatakan teknologi kamera ETLE akan berkembang hingga bisa mendeteksi pengendara yang tak punya Surat Izin Mengemudi (SIM).

Baca artikel selengkapnya di https://t.co/tRFvlb3pUy

#SatuViral #SatuBeritaSejutaViral #beritaviral #infoviral #Tilang #BikinSIM https://t.co/oF6GQaQQGl";1;polda metro jaya mengatakan teknologi kamera etle akan berkembang hingga bisa mendeteksi pengendara yang tak punya surat izin mengemudi sim baca artikel selengkapnya di        ;['polda', 'metro', 'jaya', 'kata', 'teknologi', 'kamera', 'etle', 'akan', 'kembang', 'hingga', 'bisa', 'deteksi', 'kendara', 'yang', 'tidak', 'punya', 'surat', 'izin', 'kemudi', 'sim', 'baca', 'artikel', 'lengkap', 'di']
@txtdaribogor ciri ciri kamera etilang itu yg ada panel box di tiangnya. kalo gak ada kyk gitu fungsinya cuma buat mantau;1; ciri ciri kamera etilang itu yg ada panel box di tiangnya kalo gak ada kyk gitu fungsinya cuma buat mantau;['ciri', 'ciri', 'kamera', 'etilang', 'itu', 'yang', 'ada', 'panel', 'box', 'di', 'tiang', 'kalau', 'tidak', 'ada', 'seperti', 'gitu', 'fungsi', 'cuma', 'buat', 'mantau']
Nah, bagaimana sih sebenarnya mekanisme tilang elektronik ini? Yukk simak info berikut ini 👌🏻;1;nah bagaimana sih sebenarnya mekanisme tilang elektronik ini yukk simak info berikut ini ;['nah', 'bagaimana', 'sih', 'benar', 'mekanisme', 'tilang', 'elektronik', 'ini', 'yukk', 'simak', 'informasi', 'ikut', 'ini']
Ditlantas Polda Bengkulu Blokir 2600 STNK Pelanggar ETLE https://t.co/geLPHMwhpc;1;ditlantas polda bengkulu blokir  stnk pelanggar etle ;['ditlantas', 'polda', 'bengkulu', 'blokir', 'stnk', 'langgar', 'etle']
"Ribuan STNK Diblokir Karena Tidak Bayar Denda ETLE
https://t.co/Za8Hn9wOhv";1;ribuan stnk diblokir karena tidak bayar denda etle ;['ribu', 'stnk', 'blokir', 'karena', 'tidak', 'bayar', 'denda', 'etle']
"Ditlantas Polda Metro Jaya tengah mengembangkan Electronic Traffic Law Enforcement (ETLE) agar dapat mendeteksi pengendara yang tidak memiliki SIM melalui teknologi deteksi wajah.

#cameoproject #SIM #tilangelektronik #infoterkini https://t.co/U5FVus5xxO";1;ditlantas polda metro jaya tengah mengembangkan electronic traffic law enforcement etle agar dapat mendeteksi pengendara yang tidak memiliki sim melalui teknologi deteksi wajah     ;['ditlantas', 'polda', 'metro', 'jaya', 'tengah', 'kembang', 'electronic', 'traffic', 'law', 'enforcement', 'etle', 'agar', 'dapat', 'deteksi', 'kendara', 'yang', 'tidak', 'milik', 'sim', 'lalu', 'teknologi', 'deteksi', 'wajah']
"Kapolri Jenderal Listyo Sigit resmi meniadakan tilang manual di jalan raya. Sebagai gantinya tindakan pengendara yang melanggar lalu lintas nantinya akan dilkakukan menggunakan sistem ETLE. FDL

#BuletiniNews #GTVNews #GTV #TilangManual #Tilang #ETLE #Kapolri https://t.co/vVOy0fAhSH";1;kapolri jenderal listyo sigit resmi meniadakan tilang manual di jalan raya sebagai gantinya tindakan pengendara yang melanggar lalu lintas nantinya akan dilkakukan menggunakan sistem etle fdl        ;['kapolri', 'jenderal', 'listyo', 'sigit', 'resmi', 'tiada', 'tilang', 'manual', 'di', 'jalan', 'raya', 'bagai', 'ganti', 'tindak', 'kendara', 'yang', 'langgar', 'lalu', 'lintas', 'nanti', 'akan', 'dilkakukan', 'guna', 'sistem', 'etle', 'fdl']
"Mbak2, dikasih helm sama ojolnya itu dipake. Ntar klo ojolnya kena ETLE kasihan bapaknya.

Lek rambut mu sek basah yo keringin dulu baru order ojol. Atau sediain helm sendiri. https://t.co/BOxK4dMYbZ";0;mbak dikasih helm sama ojolnya itu dipake ntar klo ojolnya kena etle kasihan bapaknya lek rambut mu sek basah yo keringin dulu baru order ojol atau sediain helm sendiri ;['mbak', 'beri', 'helm', 'sama', 'ojolnya', 'itu', 'dipake', 'nanti', 'kalau', 'ojolnya', 'kena', 'etle', 'kasihan', 'bapak', 'lek', 'rambut', 'mu', 'sek', 'basah', 'iya', 'ringin', 'dulu', 'baru', 'order', 'ojek', 'online', 'atau', 'ain', 'helm', 'sendiri']
"Tidak Ada Tilang Manual, Polda Bengkulu Utamakan Penerapan Tilang ETLE

https://t.co/aSGwnProCa";1;tidak ada tilang manual polda bengkulu utamakan penerapan tilang etle ;['tidak', 'ada', 'tilang', 'manual', 'polda', 'bengkulu', 'utama', 'terap', 'tilang', 'etle']
Hadapi Pengendara Nakal, Polda Metro Jaya Perkuat ETLE Mobile  https://t.co/V1uC14lELG;1;hadapi pengendara nakal polda metro jaya perkuat etle mobile ;['hadap', 'kendara', 'nakal', 'polda', 'metro', 'jaya', 'kuat', 'etle', 'mobile']
Tilang Manual Disebut Cuma Untungkan Oknum, Penerapan ETLE Jadi Program Polri Lawan Kemapanan Polisi https://t.co/kbFT9SWukN;2;tilang manual disebut cuma untungkan oknum penerapan etle jadi program polri lawan kemapanan polisi ;['tilang', 'manual', 'sebut', 'cuma', 'untung', 'oknum', 'terap', 'etle', 'jadi', 'program', 'polri', 'lawan', 'mapan', 'polisi']
Polisi meminta masyarakat berhati-hati dengan modus penipuan yang mengatasnamakan sistem tilang elektronik melalui aplikasi pesan singkat WhatsApp. https://t.co/PqXKWgC5gb;1;polisi meminta masyarakat berhatihati dengan modus penipuan yang mengatasnamakan sistem tilang elektronik melalui aplikasi pesan singkat whatsapp ;['polisi', 'minta', 'masyarakat', 'berhatihati', 'dengan', 'modus', 'tipu', 'yang', 'mengatasnamakan', 'sistem', 'tilang', 'elektronik', 'lalu', 'aplikasi', 'pesan', 'singkat', 'whatsapp']
"Pelayanan E-TLE di Gedung Pelayanan Terpadu Polresta Banyumas. 
@kapolresta_banyumas 
@humas_poldajateng
@divisihumaspolri 
@polresta_banyumas
@satlantas_polresta_banyumas
#banyumas #purwokerto #polrestabanyumasbebatiran #polrestabanyumas #polripresisi https://t.co/9GyHNQWHQK";1;pelayanan etle di gedung pelayanan terpadu polresta banyumas           ;['layan', 'etle', 'di', 'gedung', 'layan', 'padu', 'polresta', 'banyumas']
@azharazziz Oh gituu, skrng balik lg ke realita nya udh ada belum dijalan desa? Dikota aja etilang belum menyeluruh, terlepas dr dimana etilang ada, kalo gamau d tilang tertib lalu lintas aja.. topiknya kan bahas berita diatas soal warga yg lepas nopol 😄;1; oh gituu skrng balik lg ke realita nya udh ada belum dijalan desa dikota aja etilang belum menyeluruh terlepas dr dimana etilang ada kalo gamau d tilang tertib lalu lintas aja topiknya kan bahas berita diatas soal warga yg lepas nopol ;['oh', 'gituu', 'skrng', 'balik', 'lagi', 'ke', 'realita', 'nya', 'udh', 'ada', 'belum', 'jalan', 'desa', 'kota', 'saja', 'etilang', 'belum', 'seluruh', 'lepas', 'dr', 'mana', 'etilang', 'ada', 'kalau', 'gamau', 'di', 'tilang', 'tertib', 'lalu', 'lintas', 'saja', 'topik', 'kan', 'bahas', 'berita', 'atas', 'soal', 'warga', 'yang', 'lepas', 'nopol']
ETLE, berasa disko kalo ketemunya di jalan ramai. sobat-sobat silinder tidak suka dengan fasilitas ini.;0;etle berasa disko kalo ketemunya di jalan ramai sobatsobat silinder tidak suka dengan fasilitas ini;['etle', 'asa', 'disko', 'kalau', 'ketemu', 'di', 'jalan', 'ramai', 'sobatsobat', 'silinder', 'tidak', 'suka', 'dengan', 'fasilitas', 'ini']
@ListyoSigitP Betul sekali pak, tapi berikan juga efek jera kepada masyarakat yang tidak taat aturan. Contohnya lalu lintas kalau memang melanggar yang langsung foto aja pakai Etle Mobile jangan edukasi lagi. Terlalu banyak pak pelanggar lalu lintas 😩;2; betul sekali pak tapi berikan juga efek jera kepada masyarakat yang tidak taat aturan contohnya lalu lintas kalau memang melanggar yang langsung foto aja pakai etle mobile jangan edukasi lagi terlalu banyak pak pelanggar lalu lintas ;['betul', 'sekali', 'pak', 'tapi', 'ikan', 'juga', 'efek', 'jera', 'kepada', 'masyarakat', 'yang', 'tidak', 'taat', 'atur', 'contoh', 'lalu', 'lintas', 'kalau', 'memang', 'langgar', 'yang', 'langsung', 'foto', 'saja', 'pakai', 'etle', 'mobile', 'jangan', 'edukasi', 'lagi', 'terlalu', 'banyak', 'pak', 'langgar', 'lalu', 'lintas']
@siapkawalpolri @ListyoSigitP Kebijakan yang bagus pak @ListyoSigitP , dengan adanya ETLE ini semoga bisa membantu untuk menghilangkan pungli, karena adanya pungli memang menjadi salah satu keresahan masyarakat. Semoga kebijakan ini bisa diterapkan dengan baik @DivHumas_Polri;2;  kebijakan yang bagus pak   dengan adanya etle ini semoga bisa membantu untuk menghilangkan pungli karena adanya pungli memang menjadi salah satu keresahan masyarakat semoga kebijakan ini bisa diterapkan dengan baik ;['bijak', 'yang', 'bagus', 'pak', 'dengan', 'ada', 'etle', 'ini', 'moga', 'bisa', 'bantu', 'untuk', 'hilang', 'pungut', 'liar', 'karena', 'ada', 'pungut', 'liar', 'memang', 'jadi', 'salah', 'satu', 'resah', 'masyarakat', 'moga', 'bijak', 'ini', 'bisa', 'terap', 'dengan', 'baik']
@thiffazhara dasarnya udah banyak akal bulus juga mau dilarang atau dibikin kek manapun tetep gabisa.. tuh liat kota mana tuh yang diberlakukan e-tilang, malah kompakan cabut plat nomer...;0; dasarnya udah banyak akal bulus juga mau dilarang atau dibikin kek manapun tetep gabisa tuh liat kota mana tuh yang diberlakukan etilang malah kompakan cabut plat nomer;['dasar', 'sudah', 'banyak', 'akal', 'bulus', 'juga', 'mau', 'larang', 'atau', 'bikin', 'seperti', 'mana', 'tetep', 'gabisa', 'tuh', 'lihat', 'kota', 'mana', 'tuh', 'yang', 'laku', 'etilang', 'bahkan', 'kompak', 'pergi', 'plat', 'nomor']
Tilang elektronik mulai berlaku di bandung minggu, 4 desember pengendara mobil dan motor yg mau pergi ke coffee shop agar waspada dan hati-hati;1;tilang elektronik mulai berlaku di bandung minggu  desember pengendara mobil dan motor yg mau pergi ke coffee shop agar waspada dan hatihati;['tilang', 'elektronik', 'mulai', 'laku', 'di', 'bandung', 'minggu', 'desember', 'kendara', 'mobil', 'dan', 'motor', 'yang', 'mau', 'pergi', 'ke', 'coffee', 'shop', 'agar', 'waspada', 'dan', 'hatihati']
"Banyak yang Belum Tahu, Ini Pelanggaran yang Direkam Kamera ETLE Beserta Dendanya

Selengkapnya Klik Tautan Berikut ini
#Jakarta #Tilang #ETLE #Tilangelektronik
 https://t.co/oMnVEuxdRB";1;banyak yang belum tahu ini pelanggaran yang direkam kamera etle beserta dendanya selengkapnya klik tautan berikut ini     ;['banyak', 'yang', 'belum', 'tahu', 'ini', 'langgar', 'yang', 'rekam', 'kamera', 'etle', 'serta', 'denda', 'lengkap', 'klik', 'taut', 'ikut', 'ini']
Selama Libur Natal Sebanyak 5.989 Kendaraan Terjaring Tilang Elektronik https://t.co/tr6sML3uCF;1;selama libur natal sebanyak  kendaraan terjaring tilang elektronik ;['lama', 'libur', 'natal', 'banyak', 'kendara', 'jaring', 'tilang', 'elektronik']
Achievement hari ini : nyetir mobil pp Driyorejo -Grand City Mall sendirian, walaupun nanti kayaknya dapet tilang elektronik 😵‍💫😵‍💫😵‍💫;1;achievement hari ini  nyetir mobil pp driyorejo grand city mall sendirian walaupun nanti kayaknya dapet tilang elektronik ;['achievement', 'hari', 'ini', 'nyetir', 'mobil', 'pulang', 'pergi', 'driyorejo', 'grand', 'city', 'mall', 'sendiri', 'walaupun', 'nanti', 'kayak', 'dapat', 'tilang', 'elektronik']
"PATAKA sosialisasi ETLE

#kapoldasumsel
#poldasumsel
#polresbanyuasin
#kapolresbanyuasin
#quickwinspresisipolresbanyuasin
#satlantaspolresbanyuasin
#lantasbanyuasin https://t.co/oXIIL3Slm0";1;pataka sosialisasi etle        ;['pataka', 'sosialisasi', 'etle']
Pangdam Jaya Hadiri Launching ETLE Mobile dan Aplikasi Pendukung Pelayanan Publik di Polda Metro Jaya https://t.co/9dRuro7ZpO #News #Berita #Kabar #Popular #klikwarta;1;pangdam jaya hadiri launching etle mobile dan aplikasi pendukung pelayanan publik di polda metro jaya      ;['pangdam', 'jaya', 'hadir', 'launching', 'etle', 'mobile', 'dan', 'aplikasi', 'dukung', 'layan', 'publik', 'di', 'polda', 'metro', 'jaya']
"Tilang manual kembali diterapkan Polda Metro Jaya di sejumlah ruas jalan yang tidak tersedia Electronic Traffic Law Enforcement (ETLE). Tilang manual ini menyasar empat pelanggaran aturan lalu lintas.

#MGTRADIO #MGTNews #MGTPlay https://t.co/lmLJj3c1de";1;tilang manual kembali diterapkan polda metro jaya di sejumlah ruas jalan yang tidak tersedia electronic traffic law enforcement etle tilang manual ini menyasar empat pelanggaran aturan lalu lintas    ;['tilang', 'manual', 'kembali', 'terap', 'polda', 'metro', 'jaya', 'di', 'jumlah', 'ruas', 'jalan', 'yang', 'tidak', 'sedia', 'electronic', 'traffic', 'law', 'enforcement', 'etle', 'tilang', 'manual', 'ini', 'sasar', 'empat', 'langgar', 'atur', 'lalu', 'lintas']
"Sebanyak 243 Tilang Online Dikeluarkan di Batam https://t.co/3L4HfNANGy lewat @BarakataId 
#berita #tilangelektronik #etle #beritakepri #beritabatam #barakataid";1;sebanyak  tilang online dikeluarkan di batam  lewat       ;['banyak', 'tilang', 'online', 'keluar', 'di', 'batam', 'lewat']
@gibran_tweet Problem ketidaknyamanan selain sampah adalah para perokok, yang njajan dan jalan di banyak spot... untuk sampah perlu diperbanyak spot tempat sampah sdsngkan untuk perokok disediakan tempat khusu dan kedua hal itu klau diatas sanksi smcam ETLE...;2; problem ketidaknyamanan selain sampah adalah para perokok yang njajan dan jalan di banyak spot untuk sampah perlu diperbanyak spot tempat sampah sdsngkan untuk perokok disediakan tempat khusu dan kedua hal itu klau diatas sanksi smcam etle;['masalah', 'ketidaknyamanan', 'selain', 'sampah', 'adalah', 'para', 'okok', 'yang', 'njajan', 'dan', 'jalan', 'di', 'banyak', 'spot', 'untuk', 'sampah', 'perlu', 'banyak', 'spot', 'tempat', 'sampah', 'sdsngkan', 'untuk', 'okok', 'sedia', 'tempat', 'khusu', 'dan', 'dua', 'hal', 'itu', 'klau', 'atas', 'sanksi', 'smcam', 'etle']
@siapkawalpolri @ListyoSigitP Saya setuju banget sih sama hal ini pak @ListyoSigitP , membuat ETLE demi meniadakan pungli;2;  saya setuju banget sih sama hal ini pak   membuat etle demi meniadakan pungli;['saya', 'tuju', 'banget', 'sih', 'sama', 'hal', 'ini', 'pak', 'buat', 'etle', 'demi', 'tiada', 'pungut', 'liar']
Sejauh ini, sudah ada 53 ETLE statis yang terpasang di wilayah hukum Polda Metro Jaya. Pada tahun depan, diperkirakan terdapat penambahan 70 titik baru.  https://t.co/dBGvL8hyjY;1;sejauh ini sudah ada  etle statis yang terpasang di wilayah hukum polda metro jaya pada tahun depan diperkirakan terdapat penambahan  titik baru ;['jauh', 'ini', 'sudah', 'ada', 'etle', 'statis', 'yang', 'pasang', 'di', 'wilayah', 'hukum', 'polda', 'metro', 'jaya', 'pada', 'tahun', 'depan', 'kira', 'dapat', 'tambah', 'titik', 'baru']
"@PNS_Ababil jalan berlobang besar di sekitar lampu apil yg ada cctv etle nya..pada ngindarin lobang malah dipoto2 pake etle 🤣
etle nya tdk cerdas";0; jalan berlobang besar di sekitar lampu apil yg ada cctv etle nyapada ngindarin lobang malah dipoto pake etle  etle nya tdk cerdas;['jalan', 'berlobang', 'besar', 'di', 'sekitar', 'lampu', 'apil', 'yang', 'ada', 'cctv', 'etle', 'nyapada', 'ngindarin', 'lobang', 'bahkan', 'dipoto', 'pakai', 'etle', 'etle', 'nya', 'tidak', 'cerdas']
@dd_3388_oo @bapakmuBapak @jihadpamungkass @sandychantyka @txtdrberseragam ya itumah kan kasus di JKT lalu viral di hujat otomotif, motor aerox tapi pake plat Mobil cuman kasusnya blm kena Etle gatau kepikiran ga sama kopi susu, kan bisa baca jadi pinter, gabisa baca jadi po (sebagian text hilang);0;     ya itumah kan kasus di jkt lalu viral di hujat otomotif motor aerox tapi pake plat mobil cuman kasusnya blm kena etle gatau kepikiran ga sama kopi susu kan bisa baca jadi pinter gabisa baca jadi po sebagian text hilang;['iya', 'itumah', 'kan', 'kasus', 'di', 'jakarta', 'lalu', 'viral', 'di', 'hujat', 'otomotif', 'motor', 'aerox', 'tapi', 'pakai', 'plat', 'mobil', 'cuman', 'kasus', 'belum', 'kena', 'etle', 'tidak', 'tahu', 'pikir', 'tidak', 'sama', 'kopi', 'susu', 'kan', 'bisa', 'baca', 'jadi', 'pintar', 'gabisa', 'baca', 'jadi', 'po', 'bagi', 'text', 'hilang']
Pengganti Tilang Manual, Polda Metro Jaya Siapkan 10 ETLE Mobile https://t.co/hPFOzh6E2w;1;pengganti tilang manual polda metro jaya siapkan  etle mobile ;['ganti', 'tilang', 'manual', 'polda', 'metro', 'jaya', 'siap', 'etle', 'mobile']
bego banget, lewat depan polisi pake knalpot racing. semoga ga kena e-tilang😭;0;bego banget lewat depan polisi pake knalpot racing semoga ga kena etilang;['bego', 'banget', 'lewat', 'depan', 'polisi', 'pakai', 'knalpot', 'racing', 'moga', 'tidak', 'kena', 'etilang']
@txtdrberseragam Pasti ga bisa e-tilang via pantauan CCTV doang, ngeri nanti kesambar petir hilang rekamannya.;0; pasti ga bisa etilang via pantauan cctv doang ngeri nanti kesambar petir hilang rekamannya;['pasti', 'tidak', 'bisa', 'etilang', 'via', 'pantau', 'cctv', 'doang', 'ngeri', 'nanti', 'sambar', 'petir', 'hilang', 'rekam']
